symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
APD,2020-12-31,273.22,221500000,60518230000.00001,5788000000,8006900000,62737130000
APD,2020-09-30,297.86,221300000,65916418000.0,5253000000,7907800000,68571218000
APD,2020-06-30,241.46,221200000,53410952000.0,3921400000,8197700000,57687252000
APD,2020-03-31,199.61,221200000,44153732000.0,2220100000,3312600000,45246232000
APD,2019-12-31,234.99,220900000,51909291000.0,2406100000,3341200000,52844391000
APD,2019-09-30,221.86,220700000,48964502000.0,2248700000,3326000000,50041802000
APD,2019-06-30,228.82,220600000,50477692000.0,2696800000,3819700000,51600592000
APD,2019-03-31,191.49,220200000,42166098000.0,2735900000,3790800000,43220998000
APD,2018-12-31,160.05,219900000,35194995000.0,2923300000,3767900000,36039595000
APD,2018-09-30,169.43,219600000,37206828000.0,2791300000,3812600000,38228128000
APD,2018-06-30,155.73,219500000,34182734999.999996,2986500000,3871200000,35067435000
APD,2018-03-31,159.03,219400000,34891182000.0,3066900000,3566500000,35390782000
APD,2017-12-31,164.08,218900000,35917112000.0,2722600000,3513300000,36707812000
APD,2017-09-30,151.22,218400000,33026448000.0,3273600000,3962800000,33715648000
APD,2017-06-30,143.06,218100000,31201386000.0,2332600000,3926000000,32794786000
APD,2017-03-31,135.29,217900000,29479691000.0,1869300000,3843200000,31453591000
APD,2016-12-31,143.82,217700000,31309614000.0,655500000,4318400000,34972514000
APD,2016-09-30,138.99,217200000,30188628000.000004,1293200000,5210900000,34106328000
APD,2016-06-30,131.32,216600000,28443912000.0,514800000,5683700000,33612812000
APD,2016-03-31,133.17,216100000,28778036999.999996,313100000,5818000000,34282936999
APD,2015-12-31,120.29,215800000,25958582000.0,279100000,5817800000,31497282000
APD,2015-09-30,117.95,215500000,25418225000.0,206400000,5879000000,31090825000
APD,2015-06-30,126.5,215200000,27222800000.0,215300000,5863200000,32870700000
APD,2015-03-31,139.86,214900000,30055914000.000004,195700000,5930200000,35790414000
APD,2014-12-31,133.34,214200000,28561428000.0,238800000,6089000000,34411628000
DASH,2024-09-30,142.73,413106000,58962619379.99999,3664000000,532000000,55830619379
DASH,2024-06-30,108.51,410482000,44541401820.0,3430000000,534000000,41645401820
DASH,2024-03-31,138.25,405482000,56057886500.0,3124000000,547000000,53480886500
DASH,2023-12-31,98.89,399336000,39490337040.0,2656000000,522000000,37356337040
DASH,2023-09-30,79.47,393217000,31248954990.0,2344000000,493000000,29397954990
DASH,2023-06-30,76.42,388737000,29707281540.0,1904000000,498000000,28301281540
DASH,2023-03-31,63.56,390397000,24813633320.0,1833000000,492000000,23472633320
DASH,2022-12-31,48.82,387162000,18901248840.0,1977000000,511000000,17435248840
DASH,2022-09-30,49.45,384756000,19026184200.0,2320000000,505000000,17211184200
DASH,2022-06-30,64.17,363961000,23355377370.0,2727000000,496000000,21124377370
DASH,2022-03-31,117.19,349219000,40924974610.0,2243000000,422000000,39103974610
DASH,2021-12-31,148.9,344469000,51291434100.0,2504000000,399000000,49186434100
DASH,2021-09-30,205.98,340169000,70068010620.0,2861000000,366000000,67573010620
DASH,2021-06-30,178.33,334707000,59688299310.00001,3334000000,321000000,56675299310
DASH,2021-03-31,131.13,327815000,42986380950.0,4007000000,259000000,39238380950
DASH,2020-12-31,142.75,116913000,16689330750.0,4345000000,617000000,12961330750
DASH,2020-09-30,189.51,317656521,60199087294.71,1096000000,606000000,59709087294
DASH,2020-06-30,189.51,283145000,53658808950.0,4345000000,0,49313808950
DASH,2020-03-31,189.51,283145000,53658808950.0,0,0,53658808950
DASH,2019-12-31,189.51,283145000,53658808950.0,257000000,184000000,53585808950
CEG,2024-09-30,260.02,313000000,81386260000.0,1793000000,8412000000,88005260000
CEG,2024-06-30,205.05,315000000,64590750000.0,383000000,9124000000,73331750000
CEG,2024-03-31,185.98,317000000,58955660000.0,645000000,9983000000,68293660000
CEG,2023-12-31,116.89,320000000,37404800000.0,454000000,9261000000,46211800000
CEG,2023-09-30,109.08,322000000,35123760000.0,1889000000,8155000000,41389760000
CEG,2023-06-30,91.55,324000000,29662200000.0,269000000,7201000000,36594200000
CEG,2023-03-31,78.5,328000000,25748000000.0,237000000,6629000000,32140000000
CEG,2022-12-31,86.21,328000000,28276879999.999996,422000000,5768000000,33622879999
CEG,2022-09-30,83.19,327000000,27203130000.0,1192000000,5354000000,31365130000
CEG,2022-06-30,57.26,327000000,18724020000.0,806000000,4891000000,22809020000
CEG,2022-03-31,56.25,327000000,18393750000.0,1605000000,5819000000,22607750000
CEG,2021-12-31,42.0,326000000,13692000000.0,504000000,8196000000,21384000000
CEG,2021-09-30,42.0,326300000,13704600000.0,1957000000,7510000000,19257600000
CEG,2021-06-30,42.0,326300000,13704600000.0,542000000,6678000000,19840600000
CEG,2021-03-31,42.0,326300000,13704600000.0,721000000,7897000000,20880600000
CEG,2020-12-31,42.0,326300000,13704600000.0,226000000,7212000000,20690600000
CEG,2020-09-30,42.0,0,0.0,623000000,7296000000,6673000000
CEG,2020-06-30,42.0,0,0.0,483000000,8033000000,7550000000
CEG,2020-03-31,42.0,326663937,13719885354.0,821000000,9544000000,22442885354
CEG,2019-12-31,42.0,0,0.0,303000000,9219000000,8916000000
CEG,2019-09-30,42.0,0,0.0,1019000000,9562000000,8543000000
CEG,2019-06-30,42.0,0,0.0,575000000,9685000000,9110000000
CEG,2019-03-31,42.0,326300000,13704600000.0,537000000,9770000000,22937600000
CEG,2018-12-31,42.0,0,0.0,750000000,8893000000,8143000000
CEG,2018-09-30,42.0,0,0.0,1187000000,8842000000,7655000000
CEG,2018-06-30,42.0,0,0.0,420000000,8886000000,8466000000
CEG,2018-03-31,42.0,0,0.0,610000000,9185000000,8575000000
CEG,2017-12-31,42.0,0,0.0,416000000,9046000000,8630000000
CEG,2017-09-30,42.0,0,0.0,360000000,9766000000,9406000000
CEG,2017-06-30,42.0,0,0.0,265000000,10721000000,10456000000
CEG,2017-03-31,42.0,0,0.0,400000000,10750000000,10350000000
CEG,2016-12-31,42.0,0,0.0,290000000,9995000000,9705000000
CEG,2016-09-30,42.0,0,0.0,375000000,9756000000,9381000000
CEG,2016-06-30,42.0,0,0.0,373000000,10091000000,9718000000
CEG,2016-03-31,42.0,0,0.0,377000000,10644000000,10267000000
CEG,2015-12-31,42.0,0,0.0,431000000,10240000000,9809000000
CEG,2015-09-30,42.0,0,0.0,545000000,10222000000,9677000000
CEG,2015-06-30,42.0,0,0.0,456000000,9679000000,9223000000
CEG,2015-03-31,42.0,0,0.0,532000000,9453000000,8921000000
CEG,2014-12-31,42.0,0,0.0,780000000,8232000000,7452000000
TGT,2024-11-02,150.84,461600000,69627744000.0,3433000000,19399000000,85593744000
TGT,2024-08-03,139.17,462500000,64366124999.99999,3497000000,18738000000,79607125000
TGT,2024-05-04,158.04,462200000,73046088000.0,3604000000,19493000000,88935088000
TGT,2024-02-03,145.49,461700000,67172733000.00001,3805000000,21246000000,84613733000
TGT,2023-10-28,107.23,461600000,49497368000.0,1910000000,19026000000,66613368000
TGT,2023-07-29,135.0,461600000,62316000000.0,1617000000,18830000000,79529000000
TGT,2023-04-29,157.75,460900000,72706975000.0,1321000000,18831000000,90216975000
TGT,2023-01-28,168.51,460300000,77565153000.0,2229000000,18777000000,94113153000
TGT,2022-10-29,167.52,460300000,77109456000.0,954000000,16444000000,92599456000
TGT,2022-07-30,163.38,461500000,75399870000.0,1117000000,17925000000,92207870000
TGT,2022-04-30,228.65,464000000,106093600000.0,1112000000,17049000000,122030600000
TGT,2022-01-29,217.67,476100000,103632687000.0,5911000000,16213000000,113934687000
TGT,2021-10-30,259.62,484800000,125863776000.0,5753000000,15256000000,135366776000
TGT,2021-07-31,261.05,493100000,128723755000.0,7368000000,15241000000,136596755000
TGT,2021-05-01,207.26,498600000,103339836000.0,7816000000,15019000000,110542836000
TGT,2021-01-30,181.17,500800000,90729936000.0,8511000000,14898000000,97116936000
TGT,2020-10-31,152.22,500600000,76201332000.0,5996000000,14817000000,85022332000
TGT,2020-08-01,125.88,500100000,62952588000.0,7284000000,16538000000,72206588000
TGT,2020-05-02,108.23,501000000,54223230000.0,4566000000,16490000000,66147230000
TGT,2020-02-01,110.74,506200000,56056588000.0,2577000000,13774000000,67253588000
TGT,2019-11-02,107.82,509700000,54955854000.0,969000000,13880000000,67866854000
TGT,2019-08-03,81.52,512100000,41746392000.0,1656000000,13629000000,53719392000
TGT,2019-05-04,75.94,515700000,39162258000.0,1173000000,14477000000,52466258000
TGT,2019-02-02,71.17,519900000,37001283000.0,1556000000,13279000000,48724283000
TGT,2018-11-03,84.41,525900000,44391219000.0,825000000,13685000000,57251219000
TGT,2018-08-04,81.45,531700000,43306965000.0,1180000000,13180000000,55306965000
TGT,2018-05-05,71.05,536900000,38146745000.0,1060000000,13397000000,50483745000
TGT,2018-02-03,72.95,541500000,39502425000.0,2643000000,13322000000,50181425000
TGT,2017-10-28,60.26,544500000,32811570000.0,2725000000,12631000000,42717570000
TGT,2017-07-29,56.11,549300000,30821223000.0,2291000000,12246000000,40776223000
TGT,2017-04-29,55.85,552400000,30851540000.0,2680000000,12803000000,40974540000
TGT,2017-01-28,63.7,559700000,35652890000.0,2512000000,12749000000,45889890000
TGT,2016-10-29,68.83,570100000,39239983000.0,1231000000,12826000000,50834983000
TGT,2016-07-30,75.33,582200000,43857126000.0,1480000000,12710000000,55087126000
TGT,2016-04-30,79.5,598300000,47564850000.0,4036000000,14223000000,57751850000
TGT,2016-01-30,72.42,610500000,44212410000.0,4046000000,12760000000,52926410000
TGT,2015-10-31,77.18,623700000,48137166000.00001,1977000000,12776000000,58936166000
TGT,2015-08-01,81.85,635800000,52040230000.0,2742000000,12724000000,62022230000
TGT,2015-05-02,79.65,640900000,51047685000.0,2768000000,12766000000,61045685000
TGT,2015-01-31,73.61,637900000,46955819000.0,2210000000,12796000000,57541819000
ORLY,2024-09-30,1151.6,57998000,66790496799.99999,115613000,7706543000,74381426800
ORLY,2024-06-30,1016.32,58679000,59636641280.0,145042000,7711523000,67203122280
ORLY,2024-03-31,1130.28,59017000,66705734760.0,89264000,7588077000,74204547760
ORLY,2023-12-31,950.08,59200000,56244736000.0,279132000,7841005000,63806609000
ORLY,2023-09-30,908.86,60082000,54606126520.0,82664000,7384283000,61907745520
ORLY,2023-06-30,955.3,60817000,58098480100.0,57880000,7124712000,65165312100
ORLY,2023-03-31,848.98,61840000,52500923200.0,59872000,7157662000,59598713200
ORLY,2022-12-31,844.03,62577000,52816865310.0,108583000,6545030000,59253312310
ORLY,2022-09-30,703.35,63288000,44513614800.0,67060000,6540542000,50987096800
ORLY,2022-06-30,631.76,65116000,41137684160.0,253904000,6694754000,47578534160
ORLY,2022-03-31,684.96,66572000,45599157120.0,191546000,5861562000,51269173120
ORLY,2021-12-31,706.23,67300000,47529279000.0,362113000,5866567000,53033733000
ORLY,2021-09-30,611.06,68608000,41923604480.0,449302000,5892048000,47366350480
ORLY,2021-06-30,566.21,69618000,39418407780.0,631618000,5906068000,44692857780
ORLY,2021-03-31,507.25,70383000,35701776750.0,610880000,6215234000,41306130750
ORLY,2020-12-31,452.57,72143000,32649757510.0,465640000,6164686000,38348803510
ORLY,2020-09-30,461.08,73916000,34081189280.0,1627098000,6581386000,39035477280
ORLY,2020-06-30,421.67,74205000,31290022350.0,872423000,6098282000,36515881350
ORLY,2020-03-31,301.05,75022000,22585373100.0,287067000,6450171000,28748477100
ORLY,2019-12-31,438.26,75713000,33181979380.0,40406000,5861885000,39003458380
ORLY,2019-09-30,398.51,76172000,30355303720.0,42804000,5654532000,35967031720
ORLY,2019-06-30,374.34,77613000,29053650419.999996,55809000,5719491000,34717332420
ORLY,2019-03-31,391.54,78484000,30729625360.0,56717000,5386837000,36059745360
ORLY,2018-12-31,344.33,79826000,27486486580.0,31315000,3417122000,30872293580
ORLY,2018-09-30,345.78,80593000,27867447539.999996,40019000,3174327000,31001755539
ORLY,2018-06-30,273.57,81733000,22359696810.0,36868000,3253538000,25576366810
ORLY,2018-03-31,247.38,83530000,20663651400.0,38525000,3193066000,23818192400
ORLY,2017-12-31,240.54,84830000,20405008200.0,46348000,2978390000,23337050200
ORLY,2017-09-30,215.37,86947000,18725775390.0,37287000,2900816000,21589304390
ORLY,2017-06-30,218.74,90030000,19693162200.0,26528000,2604062000,22270696200
ORLY,2017-03-31,269.84,92001000,24825549839.999996,27539000,1977539000,26775549839
ORLY,2016-12-31,278.41,93813000,26118477330.000004,146598000,1887019000,27858898330
ORLY,2016-09-30,280.11,94891000,26579918010.0,560320000,1886501000,27906099010
ORLY,2016-06-30,271.1,95967000,26016653700.000004,398259000,1886324000,27504718700
ORLY,2016-03-31,273.66,97140000,26583332400.000004,716008000,1885877000,27753201400
ORLY,2015-12-31,253.42,98474000,24955281080.0,116301000,1390018000,26228998080
ORLY,2015-09-30,250.0,99270000,24817500000.0,276916000,1396995000,25937579000
ORLY,2015-06-30,225.98,100547000,22721611060.0,260042000,1396868000,23858437060
ORLY,2015-03-31,216.24,101612000,21972578880.0,473646000,1396747000,22895679880
ORLY,2014-12-31,192.62,101640000,19577896800.0,250560000,1396640000,20723976800
CNQ,2024-09-30,44.9148645,2119969999,95218165249.15013,721000000,10029000000,104526165249
CNQ,2024-06-30,49.097916999999995,2133373999,104744219532.86008,915000000,11697000000,115526219532
CNQ,2024-03-31,52.312735499999995,2142085998,112058378231.62752,767000000,12575000000,123866378231
CNQ,2023-12-31,43.517250399999995,2159648000,93981942791.85919,877000000,12354000000,105458942791
CNQ,2023-09-30,43.90995840000001,2180262000,95735213721.10081,125000000,11644000000,107254213721
CNQ,2023-06-30,37.246933,2190136000,81575848852.888,122000000,12155000000,93608848852
CNQ,2023-03-31,37.4106272,2200926000,82338022080.7872,92000000,12024000000,94270022080
CNQ,2022-12-31,37.6047455,2212084000,83184855844.622,920000000,11445000000,93709855844
CNQ,2022-09-30,32.203083,2237434000,72052272809.022,565000000,12949000000,84436272809
CNQ,2022-06-30,34.5495216,2302222000,79540668716.9952,233000000,12602000000,91909668716
CNQ,2022-03-31,38.7471069,2329586000,90264717774.7434,125000000,13907000000,104046717774
CNQ,2021-12-31,26.709799099999998,2349366000,62751093872.3706,744000000,14694000000,76701093872
CNQ,2021-09-30,23.1583212,2359206000,54635250324.9672,894000000,16774000000,70515250324
CNQ,2021-06-30,22.4848928,2370602000,53302731841.4656,168000000,18331000000,71465731841
CNQ,2021-03-31,19.3951104,2371102000,45987785059.6608,166000000,20009000000,65830785059
CNQ,2020-12-31,15.345468,2363936000,36275704242.048004,184000000,21453000000,57544704242
CNQ,2020-09-30,10.666196099999999,2362092000,25194536478.241196,175000000,21876000000,46895536478
CNQ,2020-06-30,11.836528,2361850000,27956103656.8,233000000,23020000000,50743103656
CNQ,2020-03-31,9.5315952,2366276000,22554384963.4752,1071000000,22687000000,44170384963
CNQ,2019-12-31,20.9940354,2368856000,49731846721.5024,139000000,20982000000,70574846721
CNQ,2019-09-30,17.635813199999998,2371178000,41817652271.94959,176000000,22489000000,64130652271
CNQ,2019-06-30,17.7188452,2386370000,42283720619.924,398000000,23507000000,65392720619
CNQ,2019-03-31,18.589040800000003,2401896000,44648942741.356804,90000000,20990000000,65548942741
CNQ,2018-12-31,16.470842700000002,2409996000,39694665023.6292,101000000,20623000000,60216665023
CNQ,2018-09-30,21.5374763,2437568000,52499063029.638405,296000000,19733000000,71936063029
CNQ,2018-06-30,23.6922928,2451640000,58084972720.192,182000000,21397000000,79299972720
CNQ,2018-03-31,19.7815436,2451236000,48489231807.889595,152000000,21978000000,70315231807
CNQ,2017-12-31,22.9851216,2439730000,56077490721.168,137000000,22458000000,78398490721
CNQ,2017-09-30,20.876195,2431232000,50754873322.24,312000000,22921000000,73363873322
CNQ,2017-06-30,18.691492399999998,2300670000,43002955819.908,50000000,23276000000,66228955819
CNQ,2017-03-31,21.840864,2225878000,48615098678.592,19000000,16304000000,64900098678
CNQ,2016-12-31,21.4150712,2214362000,47420719892.5744,17000000,16805000000,64208719892
CNQ,2016-09-30,21.022885799999997,2204234000,46339359658.477196,19000000,17292000000,63612359658
CNQ,2016-06-30,19.928499600000002,2187096774,43585557185.8203,24000000,17236000000,60797557185
CNQ,2016-03-31,17.319596400000002,2100000000,36371152440.0,15000000,16564000000,52920152440
CNQ,2015-12-31,14.8920021,2189056000,32599426549.017597,69000000,16794000000,49324426549
CNQ,2015-09-30,12.779712,2188796000,27972182506.752,30000000,16510000000,44452182506
CNQ,2015-06-30,16.734322000000002,2188286000,36619482552.092,32000000,15983000000,52570482552
CNQ,2015-03-31,19.215502500000003,2184700000,41980108311.75001,34000000,15689000000,57635108311
CNQ,2014-12-31,17.6870559,2182854000,38608260719.538605,25000000,14002000000,52585260719
ECL,2024-09-30,255.33,283600000,72411588000.0,1261100000,8305600000,79456088000
ECL,2024-06-30,235.5,284600000,67023300000.0,384000000,8115300000,74754600000
ECL,2024-03-31,227.93,285700000,65119601000.0,479900000,8104000000,72743701000
ECL,2023-12-31,198.35,285300000,56589255000.0,919500000,8733400000,64403155000
ECL,2023-09-30,169.4,285100000,48295940000.0,1001300000,9031200000,56325840000
ECL,2023-06-30,186.69,284900000,53187981000.0,554200000,8956900000,61590681000
ECL,2023-03-31,165.53,284600000,47109838000.0,419400000,8963200000,55653638000
ECL,2022-12-31,145.56,284600000,41426376000.0,598600000,8918200000,49745976000
ECL,2022-09-30,144.42,284900000,41145258000.0,112900000,8842100000,49874458000
ECL,2022-06-30,153.76,285100000,43836976000.0,124900000,9077900000,52789976000
ECL,2022-03-31,176.56,286200000,50531472000.0,99400000,9035500000,59467572000
ECL,2021-12-31,234.59,286700000,67256953000.0,359900000,9040800000,75937853000
ECL,2021-09-30,208.62,286400000,59748768000.0,897900000,6213500000,65064368000
ECL,2021-06-30,205.97,286000000,58907420000.0,1402400000,7000000000,64505020000
ECL,2021-03-31,214.07,286000000,61224020000.0,1189500000,7001300000,67035820000
ECL,2020-12-31,216.36,285600000,61792416000.00001,1260200000,6987100000,67519316000
ECL,2020-09-30,199.84,285400000,57034336000.0,1034700000,7225700000,63225336000
ECL,2020-06-30,198.95,288200000,57337390000.0,1369000000,7606300000,63574690000
ECL,2020-03-31,155.83,288800000,45003704000.0,1661900000,8189200000,51531004000
ECL,2019-12-31,192.99,288300000,55639017000.0,118800000,6821700000,62341917000
ECL,2019-09-30,198.04,288100000,57055324000.0,135900000,7164900000,64084324000
ECL,2019-06-30,195.76,287600000,56300576000.0,85700000,7455100000,63669976000
ECL,2019-03-31,178.67,288200000,51492694000.0,79000000,7552700000,58966394000
ECL,2018-12-31,147.35,288000000,42436800000.0,114700000,7045200000,49367300000
ECL,2018-09-30,157.4,288800000,45457120000.0,203600000,7104200000,52357720000
ECL,2018-06-30,140.33,288800000,40527304000.0,54200000,7217600000,47690704000
ECL,2018-03-31,137.07,288600000,39558402000.0,175500000,7415500000,46798402000
ECL,2017-12-31,134.18,289100000,38791438000.0,211400000,7322700000,45902738000
ECL,2017-09-30,128.61,289000000,37168290000.00001,209100000,7557500000,44516690000
ECL,2017-06-30,132.75,289800000,38470950000.0,260700000,7679900000,45890150000
ECL,2017-03-31,125.34,290600000,36423804000.0,212100000,7541000000,43752704000
ECL,2016-12-31,117.22,291700000,34193074000.0,327400000,6687000000,40552674000
ECL,2016-09-30,121.72,291600000,35493552000.0,180600000,6662600000,41975552000
ECL,2016-06-30,118.6,292400000,34678640000.0,167400000,6846900000,41358140000
ECL,2016-03-31,111.52,294400000,32831488000.0,268500000,6839400000,39402388000
ECL,2015-12-31,114.38,295800000,33833604000.0,92800000,6465500000,40206304000
ECL,2015-09-30,109.72,295200000,32389344000.0,184800000,6762800000,38967344000
ECL,2015-06-30,113.07,296200000,33491333999.999996,310600000,7309500000,40490234000
ECL,2015-03-31,114.38,298200000,34108116000.0,237900000,7206200000,41076416000
ECL,2014-12-31,104.52,300100000,31366452000.0,209600000,6569400000,37726252000
CP,2024-09-30,115.688573,933200000,107960576323.6,463000000,21914000000,129411576323
CP,2024-06-30,105.99132499999999,932800000,98868707959.99998,557000000,22624000000,120935707959
CP,2024-03-31,119.2676089,932400000,111205118538.36,519000000,22728000000,133414118538
CP,2023-12-31,104.66911520000001,931800000,97530681543.36,464000000,22838000000,119904681543
CP,2023-09-30,101.0309216,931500000,94110303470.4,294000000,23546000000,117362303470
CP,2023-06-30,106.947557,931200000,99589565078.40001,325000000,23262000000,122526565078
CP,2023-03-31,103.9874876,930700000,96781154709.31999,290000000,19162000000,115653154709
CP,2022-12-31,101.0060485,930300000,93965926919.55,451000000,19651000000,113165926919
CP,2022-09-30,92.253744,930000000,85795981920.0,138000000,20575000000,106232981920
CP,2022-06-30,89.9008416,929900000,83598792603.84001,154000000,20070000000,103514792603
CP,2022-03-31,103.2005874,929700000,95945586105.78,85000000,19663000000,115523586105
CP,2021-12-31,90.9371958,718400000,65329281462.72,69000000,20127000000,85387281462
CP,2021-09-30,82.4801292,666900000,55005998163.479996,210000000,9968000000,64763998163
CP,2021-06-30,95.3314832,666700000,63557499849.439995,892000000,8722000000,71387499849
CP,2021-03-31,95.2922976,666500000,63512316350.4,360000000,9740000000,72892316350
CP,2020-12-31,88.45010400000001,671000000,59350019784.00001,147000000,9771000000,68974019784
CP,2020-09-30,81.08173289999999,676000000,54811251440.399994,183000000,9786000000,64414251440
CP,2020-06-30,69.322418,678200000,47014463887.6,277000000,9548000000,56285463887
CP,2020-03-31,61.7444928,683500000,42202360828.8,247000000,10070000000,52025360828
CP,2019-12-31,66.16105470000001,686000000,45386483524.200005,133000000,8757000000,54010483524
CP,2019-09-30,58.9052049,690500000,40674043983.45,145000000,8983000000,49512043983
CP,2019-06-30,62.6924004,698500000,43790641679.4,45000000,8539000000,52284641679
CP,2019-03-31,55.7005904,700500000,39018263575.200005,352000000,8923000000,47589263575
CP,2018-12-31,48.470947200000005,709000000,34365901564.8,61000000,8696000000,43000901564
CP,2018-09-30,55.4260098,713000000,39518744987.4,150000000,8286000000,47654744987
CP,2018-06-30,48.067512,714000000,34320203568.0,51000000,8483000000,42752203568
CP,2018-03-31,44.8630966,722000000,32391155745.2,125000000,8357000000,40623155745
CP,2017-12-31,46.108632,725000000,33428758200.0,338000000,8159000000,41249758200
CP,2017-09-30,41.8894874,727500000,30474602083.5,142000000,8133000000,38465602083
CP,2017-06-30,41.68643519999999,732500000,30535313783.999992,238000000,8422000000,38719313783
CP,2017-03-31,39.1271088,732500000,28660607196.0,201000000,8614000000,37073607196
CP,2016-12-31,38.356354,731500000,28057672951.000004,164000000,8684000000,36577672951
CP,2016-09-30,40.077336599999995,736500000,29516958405.899998,103000000,8879000000,38292958405
CP,2016-06-30,33.2917088,758500000,25251761124.800003,92000000,8581000000,33740761124
CP,2016-03-31,34.5091658,765000000,26399511837.0,571000000,8453000000,34281511837
CP,2015-12-31,35.2872696,765000000,26994761244.0,650000000,8957000000,35301761244
CP,2015-09-30,38.219326200000005,788000000,30116829045.600002,661000000,8677000000,38132829045
CP,2015-06-30,40.0250015,818500000,32760463727.75,185000000,6701000000,39276463727
CP,2015-03-31,46.345509,824500000,38211872170.5,184000000,6449000000,44476872170
CP,2014-12-31,44.757658199999995,846500000,37887357666.299995,226000000,5793000000,43454357666
MSTR,2024-09-30,168.6,197273000,33260227800.0,46343000,4315667000,37529551800
MSTR,2024-06-30,136.6,178610000,24398126000.0,68801000,3905044000,28234369000
MSTR,2024-03-31,163.67,171940000,28141419799.999996,83728000,3617723000,31675414799
MSTR,2023-12-31,63.16,153360000,9686217600.0,48673000,2254140000,11891684600
MSTR,2023-09-30,32.83,142210000,4668754300.0,45009000,2240233000,6863978300
MSTR,2023-06-30,34.24,132470000,4535772800.0,65968000,2242256000,6712060800
MSTR,2023-03-31,29.23,118340000,3459078200.0,94311000,2241733000,5606500200
MSTR,2022-12-31,14.16,113860000,1612257600.0,43835000,2446358000,4014780600
MSTR,2022-09-30,21.23,113080000,2400688400.0,60390000,2446213000,4786511400
MSTR,2022-06-30,16.43,112998400,1856563712.0,69386000,2447025000,4234202712
MSTR,2022-03-31,48.63,112890000,5489840700.0,92677000,2435821000,7832984700
MSTR,2021-12-31,54.45,106790000,5814715500.0,63356000,2231759000,7983118500
MSTR,2021-09-30,57.84,99990000,5783421600.0,56975000,2231973000,7958419600
MSTR,2021-06-30,66.45,97460000,6476217000.0,56399000,2231827000,8651645000
MSTR,2021-03-31,67.88,96470000,6548383600.0,82544000,1743763000,8209602600
MSTR,2020-12-31,38.85,94080000,3655008000.0,59675000,570694000,4166027000
MSTR,2020-09-30,15.06,96141890,1447896863.4,52653000,95591000,1490834863
MSTR,2020-06-30,11.83,97390000,1152123700.0,420899000,98283000,829507700
MSTR,2020-03-31,11.81,99760000,1178165600.0,429276000,100251000,849140600
MSTR,2019-12-31,14.26,102080000,1455660800.0,456727000,103424000,1102357800
MSTR,2019-09-30,14.84,102510000,1521248400.0,375071000,105291000,1251468400
MSTR,2019-06-30,14.0,102400000,1433600000.0,261497000,108183000,1280286000
MSTR,2019-03-31,14.73,102675320,1512407463.6000001,258743000,106661000,1360325463
MSTR,2018-12-31,12.78,111290000,1422286200.0,109924000,0,1312362200
MSTR,2018-09-30,13.65,114670000,1565245500.0,112082000,0,1453163500
MSTR,2018-06-30,12.78,114590000,1464460200.0,90427000,0,1374033200
MSTR,2018-03-31,12.9,114470000,1476663000.0,152155000,0,1324508000
MSTR,2017-12-31,13.13,114470000,1502991100.0,420244000,0,1082747100
MSTR,2017-09-30,12.77,114470000,1461781900.0,386855000,0,1074926900
MSTR,2017-06-30,19.17,114440000,2193814800.0,379694000,0,1814120800
MSTR,2017-03-31,18.78,114390000,2148244200.0,358676000,0,1789568200
MSTR,2016-12-31,19.74,114330000,2256874200.0,401975000,0,1854899200
MSTR,2016-09-30,16.74,114310000,1913549399.9999998,365555000,0,1547994399
MSTR,2016-06-30,17.5,114280000,1999900000.0,347389000,0,1652511000
MSTR,2016-03-31,17.97,114080000,2050017599.9999998,308887000,0,1741130599
MSTR,2015-12-31,17.93,113860000,2041509800.0,292341000,0,1749168800
MSTR,2015-09-30,19.65,113650000,2233222500.0,230188000,0,2003034500
MSTR,2015-06-30,17.01,113490000,1930464900.0000002,201146000,0,1729318900
MSTR,2015-03-31,16.92,113210000,1915513200.0000002,165094000,0,1750419200
MSTR,2014-12-31,16.24,113020000,1835444799.9999998,146919000,0,1688525799
WDAY,2024-10-31,233.85,265062000,61984748700.0,1311000000,380000000,61053748700
WDAY,2024-07-31,227.12,265317000,60258797040.0,1635000000,3364000000,61987797040
WDAY,2024-04-30,244.73,264444000,64717380120.0,1771000000,3344000000,66290380120
WDAY,2024-01-31,291.07,263101999,76581098848.93,2024000000,3296000000,77853098848
WDAY,2023-10-31,211.71,262153000,55500411630.0,1563939000,3275968000,57212440630
WDAY,2023-07-31,237.13,261191000,61936221830.0,1435690000,3268793000,63769324830
WDAY,2023-04-30,186.34,258820000,48228518800.0,1443651000,3254912000,50039779800
WDAY,2023-01-31,181.43,257322000,46685930460.0,1886311000,3249076000,48048695460
WDAY,2022-10-31,155.82,255753000,39851432460.0,1575955000,3261294000,41536771460
WDAY,2022-07-31,155.58,254355000,39572550900.0,2486540000,4428023000,41514033900
WDAY,2022-04-30,206.7,249202439,51510144141.299995,2776336000,4384004000,53117812141
WDAY,2022-01-31,253.01,249952000,63240355520.0,1534273000,2102756000,63808838520
WDAY,2021-10-31,288.07,248468000,71576176760.0,1297259000,2134630000,72413547760
WDAY,2021-07-31,234.4,246943000,57883439200.0,1087070000,2147865000,58944234200
WDAY,2021-04-30,247.0,243739000,60203533000.0,959358000,2159669000,61403844000
WDAY,2021-01-31,236.69,239039269,56578204579.61,1384181000,2238065000,57432088579
